fecha;hora;incidente;medio;vehiculo;patente;heridos;fallecidos;direccion;sector;lugar;posicion;imagen;descripcion;web
1/3/2024;23:30;choque;automovil;Renault Clio;DMM567;0;0;Libertad 550;Ciudad Atlantida. Punta Alta.;calle;-38.893966, -62.069216;20240301_choque.jpg;Choque entre autos. Choque contra vehiculo estacionado.;https://elrosalenio.com.ar/noticias/01/03/2024/10041764/choco,-dano-un-auto-estacionado-y-se-subio-a-la-vereda
1/3/2024;17:45;choque;automovil;Chevrolet Zafira;EEJ235;0;0;Urquiza y Murature;Centro. Punta Alta.;esquina;-38.882337, -62.073768;20240301_motochoque.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/01/03/2024/10041769/otra-persona-derivada-al-hospital-por-un-accidente-en-la-via-publica
1/3/2024;17:45;choque;motocicleta;Zanella;A143HIO;1;0;Urquiza y Murature;Centro. Punta Alta.;esquina;-38.882387, -62.073718;20240301_motochoque.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/01/03/2024/10041769/otra-persona-derivada-al-hospital-por-un-accidente-en-la-via-publica
1/3/2024;12:00;choque;automovil;Chery Fulwin;AD128KW;0;0;11 de Septiembre y Rodriguez Peña;Centro. Punta Alta.;esquina;-38.869957, -62.069539;20240301_cherry.jpg;Choque entre autos. Posterior vuelco.;https://elrosalenio.com.ar/noticias/01/03/2024/10041767/choque-y-vuelco-en-la-esquina-de-11-de-septiembre-y-rodriguez-pena
1/3/2024;12:00;choque;automovil;Nissan Kicks;AF241CV;2;0;11 de Septiembre y Rodriguez Peña;Centro. Punta Alta.;esquina;-38.869857, -62.069439;20240301_nissan.jpg;Choque entre autos. Posterior vuelco.;https://elrosalenio.com.ar/noticias/01/03/2024/10041767/choque-y-vuelco-en-la-esquina-de-11-de-septiembre-y-rodriguez-pena
23/11/2023;18:00;choque;motocicleta;Ciclomotor;null;1;0;Avellaneda y Remedios de Escalada;Centro. Punta Alta.;esquina;-38.873554, -62.071649;20231123.jpg;Choque contra ciclista. ;https://elrosalenio.com.ar/noticias/23/11/2023/10041194/dos-heridos-dejo-un-siniestro-vial-en-el-boulevard-avellaneda
24/11/2023;12:00;choque;automovil;Renault Logan;null;0;0;Colon 140;Centro. Punta Alta.;calle;-38.885808, -62.082315;20231124_choque.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/24/11/2023/10041203/un-motociclista-resulto-herido-al-chocar-con-un-auto
24/11/2023;12:00;choque;motocicleta;Honda;null;1;0;Colon 140;Centro. Punta Alta.;calle;-38.885858, -62.082365;20231124_choque.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/24/11/2023/10041203/un-motociclista-resulto-herido-al-chocar-con-un-auto
2/3/2024;07:00;choque;automovil;Volkswagen Bora;NNF400;0;1;Ruta Nacional 3, km 642;RN 3.;ruta;-38.761888, -61.800573;20240302_vw.jpg;Choque entre omnibus y vehiculo. Un fallecido.;https://elrosalenio.com.ar/noticias/02/03/2024/10041772/tragico-accidente-en-ruta-3-cercano-al-ingreso-de-pehuen-co
4/3/2024;09:00;choque;automovil;Chevrolet Corsa;LIP324;0;0;Colon 3000;Zona Norte. Punta Alta.;calle;-38.854138, -62.090956;20240304_corsa.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/04/03/2024/10041782/el-peligro-de-los-ingresos-en-ruta-229:-otro-accidente-deja-dos-heridos
29/11/2023;02:00;incendio;automovil;Peugeot 306;null;0;0;Jujuy y 2 de Abril;Nueva Bahia Blanca. Punta Alta.;esquina;-38.865200, -62.072636;20231129_peu306.jpg;Incendio. Estacionado. Nocturno.;https://elrosalenio.com.ar/noticias/29/11/2023/10041234/intencionalmente-quemaron-dos-autos-y-un-contenedor
4/3/2024;10:00;detencion;motocicleta;Gilera Smash;735CIU;0;0;Primera Junta 850;Ciudad Atlantida. Punta Alta.;calle;-38.893904, -62.061493;20240304_robo.jpg;Detenido. Moto robada. Robo.;https://elrosalenio.com.ar/noticias/04/03/2024/10041789/aprehendieron-a-un-menor-cuando-desmantelaba-una-moto
29/11/2023;02:00;incendio;automovil;Peugeot 505;null;0;0;Jujuy y 2 de Abril;Nueva Bahia Blanca. Punta Alta.;esquina;-38.865300, -62.072536;20231129_peu505.jpg;Incendio. Estacionado. Nocturno.;https://elrosalenio.com.ar/noticias/29/11/2023/10041234/intencionalmente-quemaron-dos-autos-y-un-contenedor
11/12/2023;17:30;vuelco;automovil;Chevrolet Prisma;null;2;0;Ruta Nacional 249, km 657;RN 249.;ruta;-38.814053, -61.939039;20231211_ruta.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/11/12/2023/10041300/un-hombre-fue-hospitalizado-tras-un-vuelco-en-la-ruta-249
8/3/2024;21:00;incidente;motocicleta;Honda Wave;A206RUD;0;0;Paso 850;Centro. Punta Alta.;calle;-38.875975, -62.078926;20240308_moto.jpg;Motociclista choca contra cable cruzado en la calle. Reparto.;https://elrosalenio.com.ar/noticias/08/03/2024/10041830/delivery-cayo-de-su-moto-al-encontrarse-con-un-cable-a-baja-altura
14/12/2023;09:00;detencion;motocicleta;Ciclomotor;null;0;0;Rio Negro 220;Nueva Bahia Blanca. Punta Alta.;calle;-38.866904, -62.053817;20231214_robo.jpg;Detenido. Moto robada. Robo.;https://elrosalenio.com.ar/noticias/14/12/2023/10041320/encontraron-una-moto-robada-a-principios-de-ano
16/12/2023;05:30;vuelco;automovil;Renault Symbol;null;1;0;Ruta Nacional 229, km 22.8;RN 229.;ruta;-38.834162, -62.096410;20231216_vuelco.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/16/12/2023/10041332/conductor-hospitalizado-tras-un-vuelco-en-la-229
16/3/2024;08:15;choque;automovil;Volkswagen Gol;NSU184;1;0;Patagones 642;Centro. Punta Alta.;calle;-38.869862, -62.076349;20240316_choque.jpg;Choque contra vehiculo estacionado.;https://elrosalenio.com.ar/noticias/16/03/2024/10041883/perdio-el-control-y-embistio-autos-estacionados
18/12/2023;15:00;choque;automovil;Volkswagen Suran;null;0;0;Espora e Islas Malvinas;Zona Norte. Punta Alta.;esquina;-38.864024, -62.077159;20231218_vw.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/18/12/2023/10041343/motociclista-fue-hospitalizado-tras-un-fuerte-impacto
18/12/2023;15:00;choque;motocicleta;Zanella 150cc;null;1;0;Espora e Islas Malvinas;Zona Norte. Punta Alta.;esquina;-38.864124, -62.077259;20231218_moto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/18/12/2023/10041343/motociclista-fue-hospitalizado-tras-un-fuerte-impacto
21/3/2024;17:50;choque;automovil;Volkswagen Gol;CUJ059;0;0;Murature y Rosales;Centro. Punta Alta.;esquina;-38.883566, -62.073399;20240321_choque.jpg;Choque contra ciclista. ;https://elrosalenio.com.ar/noticias/21/03/2024/10041921/otro-accidente-entre-auto-bicicleta
29/12/2023;09:30;choque;automovil;Volkswagen Amarok;null;0;0;Luiggi y Avellaneda;Centro. Punta Alta.;esquina;-38.876593, -62.070766;20231229_choque.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/29/12/2023/10041413/dos-mujeres-fueron-hospitalizadas-tras-un-accidente
29/12/2023;09:30;choque;motocicleta;Rowser;null;2;0;Luiggi y Avellaneda;Centro. Punta Alta.;esquina;-38.876493, -62.070866;20231229_choque.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/29/12/2023/10041413/dos-mujeres-fueron-hospitalizadas-tras-un-accidente
24/3/2024;19:00;choque;automovil;Dodge 1500;RZS965;2;0;Espora e Islas Malvinas;Zona Norte. Punta Alta.;esquina;-38.864145, -62.077255;20240324_dodge.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/24/03/2024/10041943/video:-choque-entre-camioneta-y-auto
24/3/2024;19:00;choque;automovil;Ford Ranger;OHM060;0;0;Espora e Islas Malvinas;Zona Norte. Punta Alta.;esquina;-38.864045, -62.077155;20240324_ford.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/24/03/2024/10041943/video:-choque-entre-camioneta-y-auto
31/12/2023;17:00;choque;automovil;Fiat Palio;null;0;0;9 de Julio 280;Centro. Punta Alta.;calle;-38.874246, -62.081241;20231231_fiat.jpg;Choque contra arbol.;https://elrosalenio.com.ar/noticias/01/01/2024/10041435/perdio-el-control-del-auto-y-termino-contra-un-arbol
27/3/2024;00:30;incendio;automovil;Peugeot 405;BTG574;0;0;Roca y 9 de Julio;Centro. Punta Alta.;esquina;-38.874451, -62.082411;20240327_incendio.jpg;Incendio. Estacionado. Nocturno.;https://elrosalenio.com.ar/noticias/27/03/2024/10041962/perdidas-totales-en-un-auto-estacionado-en-el-macrocentro
28/3/2024;07:30;choque;automovil;Fiat Iveco;DFA904;0;0;Ruta Nacional 3, km 650;RN 3.;ruta;-38.774342, -61.875832;20240328_choq_iveco.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/28/03/2024/10041976/sin-heridos-de-gravedad-resulto-un-accidente-cerca-de-bajo-hondo
28/3/2024;07:30;choque;automovil;Fiat Palio;IQU292;0;0;Ruta Nacional 3, km 650;RN 3.;ruta;-38.774242, -61.875732;20240328_choq_palio.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/28/03/2024/10041976/sin-heridos-de-gravedad-resulto-un-accidente-cerca-de-bajo-hondo
28/3/2024;07:30;choque;automovil;Nissan Tiida;IVH956;0;0;Ruta Nacional 3, km 650;RN 3.;ruta;-38.774442, -61.875932;20240328_choq_nissan.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/28/03/2024/10041976/sin-heridos-de-gravedad-resulto-un-accidente-cerca-de-bajo-hondo
1/4/2024;20:30;choque;automovil;Fiat Palio;KQV075;0;0;Colon y Rio Juramento;Zona Norte. Punta Alta.;esquina;-38.847194, -62.092962;20240401_fiat.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/01/04/2024/10041990/ocupantes-de-una-moto-fueron-derivados-al-eva-peron
1/4/2024;20:30;choque;motocicleta;Honda Titan;823IHT;1;1;Colon y Rio Juramento;Zona Norte. Punta Alta.;esquina;-38.847294, -62.092862;20240401_moto.jpg;Choque entre vehiculo y moto. Un fallecido.;https://elrosalenio.com.ar/noticias/01/04/2024/10041990/ocupantes-de-una-moto-fueron-derivados-al-eva-peron
5/4/2024;10:00;choque;automovil;Toyota Hilux;NHX858;0;0;Florida 550;Ciudad Atlantida. Punta Alta.;calle;-38.893212, -62.068035;20240405_choque.jpg;Choque contra peaton.;https://elrosalenio.com.ar/noticias/05/04/2024/10042012/un-peaton-de-7-anos-hospitalizado-al-protagonizar-un-accidente-de-transito
6/4/2024;18:30;detencion;automovil;Volkswagen Gol;KWG828;0;0;Bernardo de Irigoyen 628;Centro. Punta Alta.;calle;-38.880911, -62.073602;20240406_robo.jpg;Detenido. Vehiculo robado. Robo.;https://elrosalenio.com.ar/noticias/07/04/2024/10042021/circulaba-por-el-centro-de-punta-alta-con-un-auto-que-habia-sido-robado-en-bahia
7/4/2024;07:00;choque;automovil;Chevrolet Meriva;GDD567;0;0;Colon 3000;Zona Norte. Punta Alta.;calle;-38.855646, -62.090782;20240407_meriva.jpg;Choque entre autos. Un fallecido.;https://elrosalenio.com.ar/noticias/07/04/2024/10042022/fallecio-un-hombre-luego-de-un-choque-frontal-en-colon-al-3000
10/1/2024;04:00;incendio;automovil;Automovil;null;0;0;Tucuman 250;Ciudad Atlantida. Punta Alta.;calle;-38.882834, -62.061845;20240110_incendio.jpg;Incendio. Estacionado. Nocturno.;https://elrosalenio.com.ar/noticias/10/01/2024/10041494/un-utilitario-quedo-destruido-por-el-fuego
29/1/2024;10:00;incendio;automovil;Chevrolet Corsa;null;0;0;España y Alvear;Ciudad Atlantida. Punta Alta.;esquina;-38.888627, -62.071991;20240129_incendio.jpg;Incendio en marcha. En ciudad. Remis.;https://elrosalenio.com.ar/noticias/29/01/2024/10041605/un-remis-termino-con-importantes-danos-por-un-incendio
1/2/2024;14:00;choque;automovil;Ford Ranger;null;0;0;Jujuy y De La Madre;Nueva Bahia Blanca. Punta Alta.;esquina;-38.866632, -62.070668;20240206_accidente.jpg;Choque entre vehiculo y moto. Un fallecido.;https://elrosalenio.com.ar/noticias/06/02/2024/10041659/motociclista-esta-en-estado-critico-tras-un-accidente
10/4/2024;12:00;choque;automovil;Chevrolet S10;AC187XZ;0;0;Humberto Primo y 11 de Septiembre;Centro. Punta Alta.;esquina;-38.872300, -62.084225;20240410_chevs10.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/10/04/2024/10042054/choque-de-auto-y-camioneta-en-el-macrocentro
10/4/2024;12:00;choque;automovil;Peugeot 307;FWP749;0;0;Humberto Primo y 11 de Septiembre;Centro. Punta Alta.;esquina;-38.872400, -62.084325;20240410_307.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/10/04/2024/10042054/choque-de-auto-y-camioneta-en-el-macrocentro
10/4/2024;12:00;choque;automovil;Peugeot 504;RZR653;1;0;9 de Julio y Paso;Centro. Punta Alta.;esquina;-38.873924, -62.079481;20240410_peugeot.jpg;Choque entre omnibus y vehiculo.;https://elrosalenio.com.ar/noticias/10/04/2024/10042051/fuerte-impacto-entre-un-colectivo-de-la-319-y-un-auto-en-paso-y-9-de-julio
1/2/2024;14:00;choque;motocicleta;Ciclomotor;null;0;1;Jujuy y De La Madre;Nueva Bahia Blanca. Punta Alta.;esquina;-38.866532, -62.070768;20240206_accidente.jpg;Choque entre vehiculo y moto. Un fallecido.;https://elrosalenio.com.ar/noticias/06/02/2024/10041659/motociclista-esta-en-estado-critico-tras-un-accidente
7/2/2024;23:50;incendio;automovil;Chery Tigo;null;0;0;Ruta Nacional 249, km 653;RN 249.;ruta;-38.784561, -61.902125;20240207_incendio_tigo.jpg;Incendio en marcha. En ruta.;https://elrosalenio.com.ar/noticias/08/02/2024/10041678/otro-auto-incendiado,-la-misma-ruta
12/4/2024;11:00;choque;automovil;Renault Stepway;AE118SP;0;0;Ruta Nacional 229 y Ruta Nacional 3. Pago Chico.;RN 229.;ruta;-38.777170, -62.116561;20240412_puente.jpg;Choque entre auto y camion.;https://elrosalenio.com.ar/noticias/12/04/2024/10042067/un-camion-choco-a-un-auto-en-el-acceso-al-puente-naranja
12/4/2024;11:00;choque;camion;Fiat Iveco;NDU930;0;0;Ruta Nacional 229 y Ruta Nacional 3. Pago Chico.;RN 229.;ruta;-38.777070, -62.116461;20240412_puente.jpg;Choque entre auto y camion.;https://elrosalenio.com.ar/noticias/12/04/2024/10042067/un-camion-choco-a-un-auto-en-el-acceso-al-puente-naranja
12/4/2024;11:00;choque;automovil;Renault Duster;AB511TQ;0;0;Colon y Rio Juramento;Zona Norte. Punta Alta.;esquina;-38.847333, -62.092863;20240412_choque.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/12/04/2024/10042066/otra-vez-un-accidente-en-el-ingreso-a-la-ciudad-por-calle-colon
7/2/2024;19:00;incendio;automovil;Chrysler Caravan;null;0;0;Ruta Nacional 249;RN 249.;ruta;-38.804790, -61.927327;20240207_incendio.jpg;Incendio en marcha. En ruta.;https://elrosalenio.com.ar/noticias/07/02/2024/10041676/un-automovil-termino-destruido-por-el-fuego
13/4/2024;11:00;choque;automovil;Fiat Doblo;NVO412;0;0;Pellegrini y Buchardo;Centro. Punta Alta.;esquina;-38.875708, -62.072635;20240413_choque.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/13/04/2024/10042073/accidente-sin-heridos-genero-presencia-policial
13/4/2024;11:00;choque;automovil;Peugeot 206;JYR628;0;0;Pellegrini y Buchardo;Centro. Punta Alta.;esquina;-38.875608, -62.072535;20240413_choque.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/13/04/2024/10042073/accidente-sin-heridos-genero-presencia-policial
15/4/2024;13:00;choque;automovil;Citroen C4;AF345GW;0;0;Alem y Saavedra;Ciudad Atlantida. Punta Alta.;esquina;-38.886040, -62.071033;20240415_choque.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/15/04/2024/10042085/chocaron-una-moto-delivery-y-un-auto-en-alem-y-saavedra
15/4/2024;13:00;choque;motocicleta;Suzuki;506KIQ;1;0;Alem y Saavedra;Ciudad Atlantida. Punta Alta.;esquina;-38.886090, -62.071083;20240415_choque.jpg;Choque entre vehiculo y moto. Reparto.;https://elrosalenio.com.ar/noticias/15/04/2024/10042085/chocaron-una-moto-delivery-y-un-auto-en-alem-y-saavedra
18/4/2024;19:20;choque;automovil;Chevrolet Corsa;MNU707;0;0;Dufourq 2055;Villa Mora - Villa Laura. Punta Alta.;calle;-38.880194, -62.053314;20240418_choque.jpg;Choque contra poste.;https://elrosalenio.com.ar/noticias/18/04/2024/10042117/perdio-el-control-del-auto-e-impacto-contra-una-columna-de-alumbrado
20/4/2024;18:00;choque;automovil;Fiat Fiorino;AC821RN;0;0;Ruta Nacional 229, km 21;RN 229.;ruta;-38.825634, -62.100956;20240420_fiat.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/20/04/2024/10042128/una-conductora-se-descompenso-y-choco-a-una-moto
20/4/2024;18:00;choque;motocicleta;Mondial 110cc;771JIK;1;0;Ruta Nacional 229, km 21;RN 229.;ruta;-38.825734, -62.100856;20240420_moto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/20/04/2024/10042128/una-conductora-se-descompenso-y-choco-a-una-moto
22/4/2024;06:30;vuelco;automovil;Fiat Punto;NPC319;1;0;Ruta Nacional 229, km 21;RN 229.;ruta;-38.823590, -62.102663;20240422_vuelco.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/22/04/2024/10042130/volco-un-auto-en-ruta-229,-en-cercanias-a-villa-arias
23/4/2024;18:00;choque;automovil;Fiat Siena;OFX161;0;0;Belgrano y España;Ciudad Atlantida. Punta Alta.;esquina;-38.889447, -62.070903;20240423_auto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/23/04/2024/10042146/moto-impacto-con-un-auto
23/4/2024;18:00;choque;motocicleta;Honda;343JBW;1;0;Belgrano y España;Ciudad Atlantida. Punta Alta.;esquina;-38.889497, -62.070953;20240423_moto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/23/04/2024/10042146/moto-impacto-con-un-auto
23/4/2024;16:00;choque;automovil;Fiat Siena;AA439KG;1;0;Ruta Nacional 229, km 23;RN 229.;ruta;-38.841331, -62.094796;20240423_choque.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/23/04/2024/10042145/otra-vez-la-ruta-229:-esta-vez-choque-en-cadena
23/4/2024;16:00;choque;automovil;Peugeot 207;IMU548;0;0;Ruta Nacional 229, km 23;RN 229.;ruta;-38.841231, -62.094696;20240423_choque.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/23/04/2024/10042145/otra-vez-la-ruta-229:-esta-vez-choque-en-cadena
23/4/2024;16:00;choque;automovil;Renault 9;AGM845;0;0;Ruta Nacional 229, km 23;RN 229.;ruta;-38.841031, -62.094496;20240423_choque.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/23/04/2024/10042145/otra-vez-la-ruta-229:-esta-vez-choque-en-cadena
23/4/2024;16:00;choque;automovil;Renault Clio;PFC541;1;0;Ruta Nacional 229, km 23;RN 229.;ruta;-38.841131, -62.094596;20240423_choque.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/23/04/2024/10042145/otra-vez-la-ruta-229:-esta-vez-choque-en-cadena
24/4/2024;09:00;choque;automovil;Peugeot Partner;NZT505;0;0;Alberdi 30;Centro. Punta Alta.;calle;-38.886285, -62.081941;20240424_peu.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/24/04/2024/10042150/fuerte-impacto-entre-dos-vehiculos-en-la-primera-cuadra-de-calle-alberdi
24/4/2024;09:00;choque;automovil;Renault Clio;NPE067;0;0;Alberdi 30;Centro. Punta Alta.;calle;-38.886235, -62.081991;20240424_clio.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/24/04/2024/10042150/fuerte-impacto-entre-dos-vehiculos-en-la-primera-cuadra-de-calle-alberdi
27/4/2024;21:00;choque;automovil;Chevrolet Celta;KFI622;0;0;Ruta Nacional 229 y Ruta Nacional 3. Pago Chico.;RN 229.;ruta;-38.774824, -62.118467;20240427.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/27/04/2024/10042175/otro-vehiculo-fue-embestido-de-atras-en-cercanias-al-puente-naranja
27/4/2024;21:00;choque;automovil;Citroen C4;AC120DM;0;0;Ruta Nacional 229 y Ruta Nacional 3. Pago Chico.;RN 229.;ruta;-38.774924, -62.118567;20240427.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/27/04/2024/10042175/otro-vehiculo-fue-embestido-de-atras-en-cercanias-al-puente-naranja
29/4/2024;07:15;choque;automovil;Chevrolet Corsa;DXD778;0;0;Pasaje Gutierrez;Centro. Punta Alta.;calle;-38.887578, -62.076958;20240429.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/29/04/2024/10042177/chocaron-un-auto-y-una-moto-frente-al-ingreso-a-la-escuela-tecnica
29/4/2024;07:15;choque;motocicleta;Motomel;710JLV;1;0;Pasaje Gutierrez;Centro. Punta Alta.;calle;-38.887528, -62.076908;20240429.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/29/04/2024/10042177/chocaron-un-auto-y-una-moto-frente-al-ingreso-a-la-escuela-tecnica
29/4/2024;19:00;vuelco;automovil;Renault Clio;ETL473;0;0;Ruta Nacional 229, km 20.5;RN 229.;ruta;-38.813473, -62.106398;20240429_vuelco.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/29/04/2024/10042185/vuelco-en-ruta-229,-frente-a-villa-arias
30/4/2024;00:15;incendio;automovil;Nissan Frontier;FJF989;0;0;Ruta Nacional 249;RN 249.;ruta;-38.836814, -61.967516;20240430.jpg;Incendio en marcha. En ruta.;https://elrosalenio.com.ar/noticias/30/04/2024/10042186/llamas-destruyeron-una-camioneta
10/2/2024;07:00;choque;automovil;Volkswagen Gol;null;1;0;Ruta Nacional 3, km 641;RN 3.;ruta;-38.761972, -61.783044;20240210_vuelco.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/10/02/2024/10041696/se-despisto-un-auto-en-la-ruta-3
19/2/2024;17:00;detencion;motocicleta;Gilera;null;0;0;Avellaneda 850;Centro. Punta Alta.;calle;-38.874886, -62.071085;20240219_detencion.jpg;Detenido.;https://elrosalenio.com.ar/noticias/19/02/2024/10041721/quiso-escapar-de-la-policia,-se-cayo-y-fue-detenido
20/2/2024;09:00;incendio;automovil;Renault Twingo;null;0;0;Murature 1084;Centro. Punta Alta.;calle;-38.872629, -62.076342;20240220_incendio.jpg;Incendio en marcha. En ciudad.;https://elrosalenio.com.ar/noticias/20/02/2024/10041725/asistieron-a-una-conductora-tras-el-incendio-en-su-auto
6/5/2024;07:15;choque;automovil;Chevrolet Meriva;IMA058;0;0;Miguel Cane y Ruta Nacional 229;RN 229.;ruta;-38.813214, -62.106485;20240506_choque.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/06/05/2024/10042222/otra-vez-un-accidente-en-ruta-229-en-el-ingreso-a-villa-arias
6/5/2024;07:15;choque;automovil;Fiat Palio;FRK281;1;0;Miguel Cane y Ruta Nacional 229;RN 229.;ruta;-38.813314, -62.106585;20240506_choque.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/06/05/2024/10042222/otra-vez-un-accidente-en-ruta-229-en-el-ingreso-a-villa-arias
17/5/2024;16:00;choque;automovil;Ford Eco Sport;JJN286;0;0;Colon 3000;Zona Norte. Punta Alta.;calle;-38.854211, -62.090827;20240517_ford.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/17/05/2024/10042301/otro-accidente-vial-en-colon-al-3.000
17/5/2024;16:00;choque;automovil;Peugeot 206;FTH936;0;0;Colon 3000;Zona Norte. Punta Alta.;calle;-38.854111, -62.090927;20240517_peu.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/17/05/2024/10042301/otro-accidente-vial-en-colon-al-3.000
22/5/2024;13:00;choque;automovil;Fiat Siena;BOE058;0;0;Humberto Primo y Rosales;Centro. Punta Alta.;esquina;-38.884866, -62.081082;20240522_siena.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/22/05/2024/10042332/otro-siniestro-vial-termino-con-un-auto-transitando-por-la-vereda
22/5/2024;13:00;choque;automovil;Renault Duster;AD298NL;2;0;Humberto Primo y Rosales;Centro. Punta Alta.;esquina;-38.884816, -62.081032;20240522_duster.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/22/05/2024/10042332/otro-siniestro-vial-termino-con-un-auto-transitando-por-la-vereda
22/5/2024;15:00;vuelco;automovil;Fiat Siena;KZK981;0;0;Jesus Maria 554;Ciudad Atlantida. Punta Alta.;calle;-38.894902, -62.066907;20240522_vuelco.jpg;Vuelco en ciudad.;https://elrosalenio.com.ar/noticias/22/05/2024/10042333/debieron-asistir-a-un-hombre-luego-de-volcar-con-su-auto
24/5/2024;20:00;choque;automovil;Ford Territory;AE671MT;0;0;Ruta Nacional 229, km 22;RN 229.;ruta;-38.827254, -62.099659;20240524_ford.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/24/05/2024/10042343/otra-vez-ruta-229:-se-cruzo-de-carril-generando-un-triple-choque
24/5/2024;20:00;choque;automovil;Chevrolet Astra;GXF016;0;0;Ruta Nacional 229, km 22;RN 229.;ruta;-38.827354, -62.099759;20240524_astra.jpg;Choque entre autos. Alcohol.;https://elrosalenio.com.ar/noticias/24/05/2024/10042343/otra-vez-ruta-229:-se-cruzo-de-carril-generando-un-triple-choque
24/5/2024;20:00;choque;automovil;Chevrolet Spin;OXO752;0;0;Ruta Nacional 229, km 22;RN 229.;ruta;-38.827454, -62.099859;20240524_spin.jpg;Choque entre autos. Alcohol.;https://elrosalenio.com.ar/noticias/24/05/2024/10042343/otra-vez-ruta-229:-se-cruzo-de-carril-generando-un-triple-choque
26/5/2024;08:00;choque;automovil;Ford Escort;DOJ564;0;0;Ruta Nacional 229, km 23.5;RN 229.;ruta;-38.845308, -62.093531;20240526.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/26/05/2024/10042356/colon-fue-nuevamente-escenario-de-otro-siniestro-vial
26/5/2024;08:00;choque;automovil;Mercedes Sprinter;AF288HC;0;0;Ruta Nacional 229, km 23.5;RN 229.;ruta;-38.845208, -62.093431;20240526.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/26/05/2024/10042356/colon-fue-nuevamente-escenario-de-otro-siniestro-vial
5/6/2024;15:00;choque;motocicleta;Suzuki;428DIH;1;0;Murature y Urquiza;Centro. Punta Alta.;esquina;-38.882378, -62.073749;20240605_moto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/05/06/2024/10042427/paso-por-la-derecha-a-un-auto-en-su-moto-y-choco-contra-un-camion
5/6/2024;18:30;vuelco;automovil;Fiat Fiorino;KFC852;0;0;Ruta Nacional 229, km 17.6;RN 229.;ruta;-38.788871, -62.113488;20240605_vuelco.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/05/06/2024/10042428/perdio-el-control-de-su-utilitario-y-volco-sobre-su-lateral
