fecha;hora;incidente;medio;vehiculo;patente;heridos;fallecidos;direccion;sector;lugar;posicion;imagen;descripcion;web
4/3/2023;11:30;choque;motocicleta;Ciclomotor;AO21JQZ;1;0;9 de Julio y Paso;Centro. Punta Alta.;esquina;-38.873861, -62.079580;20230304.jpg;Choque entre vehiculo y moto. Reparto.;https://elrosalenio.com.ar/noticias/04/03/2023/10039323/accidente-vehicular-entre-automovil-y-moto-en-macrocentro
4/3/2023;10:00;incendio;automovil;Peugeot 504;AQY742;0;0;Bernardo de Irigoyen y Colon;Centro. Punta Alta.;esquina;-38.882408, -62.083285;20230304_incendio.jpg;Incendio en marcha. En ciudad.;https://elrosalenio.com.ar/noticias/04/03/2023/10039328/principio-de-incendio-en-un-auto-que-circulaba-en-pleno-centro-puntaltense
5/3/2023;16:15;choque;automovil;Ford Ranger;AD365CC;0;0;Rivadavia y 25 de Mayo;Centro. Punta Alta.;esquina;-38.880449, -62.079279;20230305.jpg;Choque contra ciclista. ;https://elrosalenio.com.ar/noticias/05/03/2023/10039342/ambulancia-traslado-a-ciclista-luego-de-un-siniestro-vial
26/9/2025;22:50;detencion;bicicleta;Bicicleta;null;0;0;Mitre y Rodriguez Peña;Centro. Punta Alta.;esquina;-38.877326, -62.067501;20250926_bicicleta.jpg;Detenido. Bicicleta robada. Robo.;https://elrosalenio.com.ar/noticias/27/09/2025/10045223/aprehendido-por-intento-de-hurto-de-bicicleta-en-el-hospital-eva-peron
28/11/2025;07:35;choque;bicicleta;Bicicleta;null;1;0;Murature y Rosales;Centro. Punta Alta.;esquina;-38.883547, -62.073341;20251128_choque.jpg;Choque contra ciclista.;https://elrosalenio.com.ar/noticias/28/11/2025/10045527/ciclista-herida-al-chocar-con-una-camioneta-en-murature-y-rosales
8/3/2023;09:00;choque;automovil;Renault 12;TSG417;0;0;Dorrego e Hipolito Irigoyen;Ciudad Atlantida. Punta Alta.;esquina;-38.888501, -62.065517;20230308_renault.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/08/03/2023/10039368/siniestro-vial-entre-auto-y-moto-en-ciudad-atlantida
6/1/2022;20:00;choque;motocicleta;Ciclomotor;null;2;0;Brown 390;Centro. Punta Alta.;calle;-38.880859, -62.075680;20220106_1.jpg;Choque entre motos.;https://elrosalenio.com.ar/noticias/06/01/2022/10034816/siniestro-vial-entre-motos-deja-dos-heridos-leves
11/3/2023;10:00;secuestro;motocicleta;Gilera Smash;716DVM;0;0;11 De Septiembre 1182;Centro. Punta Alta.;calle;-38.869777, -62.068358;20230311.jpg;Secuestro de moto. Abandonada.;https://elrosalenio.com.ar/noticias/11/03/2023/10039393/moto-robada-fue-hallada-abandonada-en-la-via-publica
6/1/2022;20:00;choque;motocicleta;Ciclomotor;null;0;0;Brown 390;Centro. Punta Alta.;calle;-38.880829, -62.075650;20220106_2.jpg;Choque entre motos.;https://elrosalenio.com.ar/noticias/06/01/2022/10034816/siniestro-vial-entre-motos-deja-dos-heridos-leves
15/3/2023;18:30;choque;automovil;Renault Captur;AE827QD;0;0;Pellegrini y Humberto Primo;Centro. Punta Alta.;esquina;-38.877383, -62.083085;20230315_peaton.jpg;Choque contra peaton.;https://elrosalenio.com.ar/noticias/15/03/2023/10039433/mujer-embestida-por-vehiculo-en-zona-centro
15/3/2023;04:15;choque;automovil;Renault Kangoo;MCH310;0;0;Rivadavia y Buchardo;Centro. Punta Alta.;esquina;-38.879395, -62.071358;20230315_motoauto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/15/03/2023/10039427/siniestro-vial-entre-dos-vehiculos-en-el-centro-de-la-ciudad
15/3/2023;04:15;choque;motocicleta;Honda Titan;403LFZ;1;0;Rivadavia y Buchardo;Centro. Punta Alta.;esquina;-38.879295, -62.071458;20230315_motoauto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/15/03/2023/10039427/siniestro-vial-entre-dos-vehiculos-en-el-centro-de-la-ciudad
16/3/2023;18:00;choque;automovil;Fiat Cronos;AC847JI;0;0;9 de Julio y Colon;Centro. Punta Alta.;esquina;-38.874925, -62.085331;20230316_biciauto.jpg;Choque contra ciclista. ;https://elrosalenio.com.ar/noticias/16/03/2023/10039443/accidente-vehicular-entre-auto-y-bicicleta-en-macrocentro
29/1/2022;12:00;vuelco;automovil;Fiat 128;null;2;0;Ruta Nacional 3, km 670;RN 3.;ruta;-38.774799, -62.115051;20220129_fiat128.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/29/01/2022/10035027/dos-heridos-tras-Vuelco-en-la-ruta-3
19/3/2023;11:30;choque;automovil;Peugeot 206;HFB677;0;0;Islas Malvinas y Linares;Zona Norte. Punta Alta.;esquina;-38.864360, -62.079221;20230319_automoto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/19/03/2023/10039466/siniestro-vial-entre-auto-y-moto-en-zona-norte
19/3/2023;11:30;choque;motocicleta;Ciclomotor;324FCU;1;0;Islas Malvinas y Linares;Zona Norte. Punta Alta.;esquina;-38.864460, -62.079321;20230319_automoto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/19/03/2023/10039466/siniestro-vial-entre-auto-y-moto-en-zona-norte
13/3/2022;18:00;incendio;automovil;Automovil;null;0;0;Jose Hernandez 800. Villa Arias;Villa Arias.;calle;-38.807311, -62.097414;20220313villaarias.jpg;Incendio de un vehiculo abandonado y sin ruedas.;https://elrosalenio.com.ar/noticias/13/03/2022/10035429/un-auto-se-incendio-en-villa-arias
16/3/2022;15:00;incidente;omnibus;Mercedes-Benz OF 1722;null;1;0;Punta Alta;Centro. Punta Alta.;calle;-38.877425, -62.070900;20220316_villarino.jpg;Pasajero cayo a la calle por puerta abierta durante la marcha. Linea 319.;https://elrosalenio.com.ar/noticias/16/03/2022/10035470/puntaltense-resulto-herida-tras-salir-despedida-de-un-colectivo-de-la-linea-319
18/3/2022;22:00;choque;automovil;Automovil;null;0;0;Ruta Nacional 249, km 660;RN 249.;ruta;-38.843702, -61.975903;20220318_veh.jpg;Choque contra obstaculo. Tanque de agua en la ruta.;https://elrosalenio.com.ar/noticias/22/03/2022/10035537/taxista-impacto-con-un-tanque-de-agua-que-estaba-en-la-ruta-249
29/3/2023;20:00;choque;automovil;Citroen Picasso;GDC133;0;0;Pellegrini y Avellaneda;Centro. Punta Alta.;esquina;-38.875391, -62.071076;20230329_auto.jpg;Choque entre vehiculo y moto. Motociclista sin casco.;https://elrosalenio.com.ar/noticias/29/03/2023/10039558/accidente-vehicular-entre-auto-y-moto-en-macrocentro
31/3/2022;07:30;incendio;omnibus;Mercedes-Benz;null;0;0;Ruta Nacional 3, km 670;RN 3.;ruta;-38.774699, -62.115151;20220331_fuego.jpg;Incendio en marcha. En ruta.;https://elrosalenio.com.ar/noticias/31/03/2022/10035634/tomo-fuego-un-colectivo-que-circulaba-por-ruta-3-y-229
30/3/2023;11:00;choque;automovil;Citroen C3;PAH548;0;0;Bernardo de Irigoyen y Murature;Centro. Punta Alta.;esquina;-38.880941, -62.074090;20230330.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/30/03/2023/10039565/siniestro-vial-entre-auto-y-moto-en-pleno-centro-de-la-ciudad
30/3/2023;11:00;choque;motocicleta;Rowser 200 ;A009MWV;1;0;Bernardo de Irigoyen y Murature;Centro. Punta Alta.;esquina;-38.880891, -62.074140;20230330.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/30/03/2023/10039565/siniestro-vial-entre-auto-y-moto-en-pleno-centro-de-la-ciudad
14/4/2022;21:00;choque;automovil;Chevrolet S10;null;0;0;Ruta Nacional 3, km 675;Bahia Blanca.;ruta;-38.758149, -62.175958;20220414_grunb.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/14/04/2022/10035775/chocaron-un-auto-y-una-camioneta-en-la-autovia-bahia-blanca-punta-alta
14/4/2022;21:00;choque;automovil;Volkswagen Gol;null;1;0;Ruta Nacional 3, km 675;Bahia Blanca.;ruta;-38.758119, -62.175928;20220414_grunb.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/14/04/2022/10035775/chocaron-un-auto-y-una-camioneta-en-la-autovia-bahia-blanca-punta-alta
2/5/2022;12:30;choque;automovil;Renault Megane;null;0;0;9 de Julio y Brown;Centro. Punta Alta.;esquina;-38.873765, -62.077780;20220502_megane.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/02/05/2022/10035977/fuerte-siniestro-vial-entre-vehiculos-en-brown-y-9-de-julio
4/5/2022;21:00;choque;omnibus;Mercedes-Benz;null;0;0;Humberto Primo y Urquiza;Centro. Punta Alta.;esquina;-38.883655, -62.081388;20220504_esquina_omnibus.jpg;Choque entre omnibus y moto. Linea 504.;https://elrosalenio.com.ar/noticias/04/05/2022/10036008/siniestro-vial-entre-un-colectivo-de-la-linea-504-y-una-moto
6/7/2022;07:00;choque;motocicleta;Honda 150cc;null;1;0;Colon y Rio Limay;Zona Norte. Punta Alta.;esquina;-38.854678, -62.090827;20220706_motos.jpg;Choque entre motos.;https://elrosalenio.com.ar/noticias/06/07/2022/10036674/siniestro-vial-entre-dos-motos-en-ruta-229
6/7/2022;07:00;choque;motocicleta;Zanella;null;1;0;Colon y Rio Limay;Zona Norte. Punta Alta.;esquina;-38.854648, -62.090857;20220706_motos.jpg;Choque entre motos.;https://elrosalenio.com.ar/noticias/06/07/2022/10036674/siniestro-vial-entre-dos-motos-en-ruta-229
7/7/2022;16:00;choque;camion;Scania 360;null;1;0;Ruta Nacional 229, Km 23;RN 229.;ruta;-38.839464, -62.094974;20220707_scania.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/07/07/2022/10036693/video:-impactante-siniestro-vial-en-ruta-229-entre-un-camion-y-dos-autos
9/7/2022;14:30;choque;automovil;Fiat Palio;null;0;0;Mitre y 25 de Mayo;Centro. Punta Alta.;esquina;-38.879269, -62.079558;20220709_lavadero.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/09/07/2022/10036711/video:-danos-en-comercio-tras-impacto-entre-dos-autos
9/7/2022;14:30;choque;automovil;Volkswagen Fox;null;0;0;Mitre y 25 de Mayo;Centro. Punta Alta.;esquina;-38.879299, -62.079588;20220709_lavadero.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/09/07/2022/10036711/video:-danos-en-comercio-tras-impacto-entre-dos-autos
13/7/2022;09:00;incendio;automovil;Chevrolet Corsa;null;0;0;Uriburu y Mitre;Centro. Punta Alta.;esquina;-38.877132, -62.066116;20220713_corsa.jpg;Choque entre autos. Posterior incendio.;https://elrosalenio.com.ar/noticias/13/07/2022/10036755/tras-un-choque-dos-autos-tomaron-fuego
15/7/2022;01:00;vuelco;automovil;Chevrolet Corsa;null;0;0;Ruta Nacional 3, km 652;RN 3.;ruta;-38.780397, -61.893718;20220715_bajohondo.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/15/07/2022/10036780/vuelco-en-la-ruta-3-y-249
27/8/2022;13:00;choque;automovil;Peugeot 207;null;0;0;Gonzalez Fernandez y Alvear;Ciudad Atlantida. Punta Alta.;esquina;-38.887847, -62.070828;20220829.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/29/08/2022/10037268/dos-sinestros-viales-arrojaron-motociclistas-lesionados
27/8/2022;13:00;choque;motocicleta;Dayang;null;1;0;Gonzalez Fernandez y Alvear;Ciudad Atlantida. Punta Alta.;esquina;-38.887817, -62.070858;20220827_dayang.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/29/08/2022/10037268/dos-sinestros-viales-arrojaron-motociclistas-lesionados
20/9/2022;08:00;incidente;omnibus;Omnibus;null;0;0;Alem y General Paz;Ciudad Atlantida. Punta Alta.;esquina;-38.882639, -62.066795;20220920_plusmar.jpg;Omnibus trabado con la calle. Plusmar.;https://elrosalenio.com.ar/noticias/20/09/2022/10037519/un-colectivo-quedo-atascado-en-una-calle-de-adoquines-en-malas-condiciones
25/9/2022;03:30;incendio;automovil;Fiat Regatta;null;0;0;Alvear 390;Ciudad Atlantida. Punta Alta.;calle;-38.891168, -62.075038;20220925_incendio.jpg;Incendio. Estacionado. Nocturno.;https://elrosalenio.com.ar/noticias/25/09/2022/10037572/llamas-produjeron-danos-totales-en-un-vehiculo
27/9/2022;09:00;vuelco;automovil;Chevrolet Corsa;null;1;0;Ruta Nacional 3, km 673;Bahia Blanca.;ruta;-38.769633, -62.147887;20220927_vuelco.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/27/09/2022/10037592/volco-en-ruta-3-y-resulto-ileso
7/10/2022;15:00;incidente;camion;Camion;null;0;0;Ruta Nacional 3, km 650;RN 3.;ruta;-38.774906, -61.878232;20221007_caustico.jpg;Camion pierde carga.;https://elrosalenio.com.ar/noticias/07/10/2022/10037717/caida-de-material-quimico-en-ruta-3-genera-corte-de-transito
9/10/2022;09:00;vuelco;automovil;Fiat Palio;null;1;0;Ruta Nacional 3 y Ruta Nacional 113;RP 113.;ruta;-38.762734, -61.782191;20221009_vuelco.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/09/10/2022/10037729/vuelco-de-un-vehiculo-camino-a-pehuen-co
2/12/2022;22:00;incidente;omnibus;Mercedes-Benz OF 1722;null;1;0;Paso 1740;Zona Norte. Punta Alta.;calle;-38.866854, -62.081426;20221202_319.jpg;Agresion. Lanzan piedras contra micro 319.;https://elrosalenio.com.ar/noticias/02/12/2022/10038418/ataque-vandalico-a-un-colectivo
7/12/2022;18:00;incidente;automovil;Chevrolet Corsa;null;0;0;BNPB Puerto Belgrano. Darsena.;BNPB.;calle;-38.890830, -62.107240;20221207_bnpb.jpg;Hundido en la Darsena de la Base Naval, empujado por fuertes vientos;https://elrosalenio.com.ar/noticias/08/12/2022/10038493/vehiculo-fue-rescatado-del-fondo-del-mar-en-puerto-belgrano
19/12/2022;11:30;choque;automovil;Fiat Adventure;null;0;0;Ruta Nacional 3, Km 674;Bahia Blanca.;ruta;-38.760970, -62.170524;20221219_ruta.jpg;Choque en ruta. Descarrila. Choca el guardarail;https://elrosalenio.com.ar/noticias/19/12/2022/10038595/venia-hacia-punta-alta-y-perdio-el-control-del-auto
14/1/2023;03:00;incendio;automovil;Citroen C4;null;0;0;Jose Ingenieros 1290;Ciudad Atlantida. Punta Alta.;calle;-38.885166, -62.063491;20230114_incendio.jpg;Incendio. Estacionado. Nocturno.;https://elrosalenio.com.ar/noticias/14/01/2023/10038830/danos-totales-en-un-incendio-de-automotor
5/5/2023;13:30;choque;automovil;Chevrolet Corsa;PJT047;0;0;25 de Mayo 455;Centro. Punta Alta.;calle;-38.880975, -62.079044;20230505_motoauto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/05/05/2023/10039831/un-motociclista-resulto-herido-en-un-accidente-de-transito
26/2/2023;06:00;choque;automovil;Ford Fiesta;null;0;0;Libertad 750;Ciudad Atlantida. Punta Alta.;calle;-38.895670, -62.067010;20230226_choque.jpg;Choque contra propiedad.;https://elrosalenio.com.ar/noticias/26/02/2023/10039249/perdio-el-control-de-su-vehiculo,-metiendose-al-jardin-de-una-vivienda
8/3/2023;09:00;choque;motocicleta;Ciclomotor;null;2;0;Dorrego e Hipolito Irigoyen;Ciudad Atlantida. Punta Alta.;esquina;-38.888551, -62.065567;20230308_moto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/08/03/2023/10039368/siniestro-vial-entre-auto-y-moto-en-ciudad-atlantida
13/3/2023;09:30;incendio;automovil;Ford F-100;null;0;0;Maipu y Jesus Maria;Ciudad Atlantida. Punta Alta.;esquina;-38.887512, -62.057976;20230313_incendio.jpg;Incendio en marcha. En ciudad.;https://elrosalenio.com.ar/noticias/13/03/2023/10039409/vehiculo-en-llamas-requirio-la-presencia-de-bomberos-voluntarios
24/3/2023;17:00;vuelco;automovil;Fiat Siena;null;3;0;Ruta Provincial 113, km 18;RP 113.;ruta;-38.877987, -61.648200;20230324.jpg;Vuelco en ruta. Pehuenco.;https://elrosalenio.com.ar/noticias/24/03/2023/10039512/tres-heridos-tras-un-vuelco-en-la-ruta-113
27/3/2023;18:45;choque;automovil;Automovil;null;0;0;Mitre y Roca;Centro. Punta Alta.;esquina;-38.879510, -62.080862;20230327_moto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/27/03/2023/10039539/mujer-trasladada-al-hospital-naval-tras-protagonizar-accidente-vehicular
8/5/2023;13:00;choque;motocicleta;Keller 110cc;A087ALX;1;0;Alem y Tucuman;Ciudad Atlantida. Punta Alta.;esquina;-38.880955, -62.064751;20230508_moto2.jpg;Choque entre motos.;https://elrosalenio.com.ar/noticias/08/05/2023/10039853/las-motos,-protagonistas-de-dos-accidentes
8/5/2023;13:00;choque;motocicleta;Zanella;291LHP;0;0;Alem y Tucuman;Ciudad Atlantida. Punta Alta.;esquina;-38.880905, -62.064701;20230508_moto1.jpg;Choque entre motos.;https://elrosalenio.com.ar/noticias/08/05/2023/10039853/las-motos,-protagonistas-de-dos-accidentes
8/5/2023;11:00;choque;automovil;Toyota Etios;AC686QT;0;0;Paso y 12 de Mayo;Zona Norte. Punta Alta.;esquina;-38.867541, -62.081229;20230508_toyota.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/08/05/2023/10039853/las-motos,-protagonistas-de-dos-accidentes
27/3/2023;18:45;choque;motocicleta;Motocicleta;null;2;0;Mitre y Roca;Centro. Punta Alta.;esquina;-38.879560, -62.080812;20230327_moto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/27/03/2023/10039539/mujer-trasladada-al-hospital-naval-tras-protagonizar-accidente-vehicular
31/3/2023;21:00;choque;automovil;Chevrolet Cruze;null;0;0;Ruta Nacional 3, km 675;Bahia Blanca.;ruta;-38.758090, -62.175908;20230331_grunb.jpg;Choque entre autos. Un fallecido.;https://elrosalenio.com.ar/noticias/29/04/2023/10039790/fallecio-un-hombre-que-habia-sufrido-un-accidente-en-la-rotonda-de-gr%C3%BCnbein
31/3/2023;21:00;choque;automovil;Peugeot 504;null;0;1;Ruta Nacional 3, km 675;Bahia Blanca.;ruta;-38.758110, -62.175840;20230331_grunb.jpg;Choque entre autos. Un fallecido.;https://elrosalenio.com.ar/noticias/29/04/2023/10039790/fallecio-un-hombre-que-habia-sufrido-un-accidente-en-la-rotonda-de-gr%C3%BCnbein
2/4/2023;10:00;choque;automovil;Renault Kangoo;null;0;0;Pellegrini y Brown;Centro. Punta Alta.;esquina;-38.876259, -62.076840;20230402_auto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/02/04/2023/10039585/fuerte-impacto-entre-una-moto-y-un-utilitario
11/5/2023;03:30;choque;automovil;Chevrolet Corsa;IVB376;0;0;Pellegrini 675;Centro. Punta Alta.;calle;-38.875747, -62.074346;20230511_corsa.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/11/05/2023/10039874/choque,-dos-vuelcos-y-un-herido
2/4/2023;10:00;choque;motocicleta;Zanella 110cc;null;1;0;Pellegrini y Brown;Centro. Punta Alta.;esquina;-38.876359, -62.076940;20230402_moto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/02/04/2023/10039585/fuerte-impacto-entre-una-moto-y-un-utilitario
11/5/2023;03:30;choque;automovil;Seat;DYT006;0;0;Pellegrini 675;Centro. Punta Alta.;calle;-38.875847, -62.074446;20230511_seat.jpg;Choque en cadena.;https://elrosalenio.com.ar/noticias/11/05/2023/10039874/choque,-dos-vuelcos-y-un-herido
2/4/2023;07:00;detencion;motocicleta;Yamaha Cripton;null;0;0;25 de Mayo e Italia;Zona Norte. Punta Alta.;esquina;-38.858899, -62.085230;20230402_robo.jpg;Detenido. Moto robada. Robo.;https://elrosalenio.com.ar/noticias/02/04/2023/10039587/detuvieron-a-un-menor-cuando-intentaba-robar-una-moto
3/4/2023;23:00;choque;automovil;Peugeot 408;null;1;0;Brown 630;Centro. Punta Alta.;calle;-38.878570, -62.076332;20230403_peu.jpg;Choque contra vehiculo estacionado.;https://elrosalenio.com.ar/noticias/03/04/2023/10039593/perdio-el-control-de-su-auto-y-choco-a-otro-estacionado
16/5/2023;09:40;choque;automovil;Renault Kangoo;AC281KP;1;0;Ruta Nacional 3, km 670;RN 3.;ruta;-38.773771, -62.126306;20230516_kangoo.jpg;Choque en ruta. Descarrila. Choca Poste.;https://elrosalenio.com.ar/noticias/16/05/2023/10039919/impactante-accidente-en-ruta-3
3/4/2023;23:00;choque;automovil;Renault Sandero;null;0;0;Brown 630;Centro. Punta Alta.;calle;-38.878470, -62.076432;20230403_sandero.jpg;Choque contra vehiculo estacionado.;https://elrosalenio.com.ar/noticias/03/04/2023/10039593/perdio-el-control-de-su-auto-y-choco-a-otro-estacionado
4/4/2023;08:00;vuelco;automovil;Renault Kangoo;null;0;0;Ruta Nacional 3, km 669;RN 3.;ruta;-38.775192, -62.110960;20230404_ruta3.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/04/04/2023/10039604/una-mujer-resulto-con-algunos-golpes-tras-un-vuelco
7/4/2023;02:30;detencion;motocicleta;Motomel;null;0;0;Corrientes y Velez Sarsfield;Ciudad Atlantida. Punta Alta.;esquina;-38.896726, -62.067115;20230407_detencion.jpg;Detenido. Desobediencia.;https://elrosalenio.com.ar/noticias/07/04/2023/10039625/hacia-%E2%80%9Cwilly%E2%80%9D-y-tiraba-cortes-frente-a-la-policia.-lo-detuvieron
21/5/2023;22:00;vuelco;automovil;Peugeot 207;JHO641;1;0;Ruta Nacional 3, km 644;RN 3.;ruta;-38.761859, -61.811704;20230521_vuelco.jpg;Vuelco en ruta.;https://elrosalenio.com.ar/noticias/21/05/2023/10039967/una-mujer-y-un-nino-fueron-hospitalizados-tras-accidente-en-la-ruta
11/4/2023;07:00;choque;automovil;Fiat Toro;null;0;0;Mitre y Rodriguez Peña;Centro. Punta Alta.;esquina;-38.877446, -62.067412;20230411_toro.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/11/04/2023/10039650/un-hombre-hospitalizado-tras-un-accidente
31/5/2023;05:30;choque;automovil;Volkswagen Saveiro;AD689JY;1;0;Ruta Nacional 249, km 668;RN 249.;ruta;-38.887530, -62.032020;20230531_caballo.jpg;Choque contra obstaculo. Animales en ruta.;https://elrosalenio.com.ar/noticias/31/05/2023/10040027/choco-contra-un-caballo-y-milagrosamente-salio-ileso
11/4/2023;07:00;choque;automovil;Renault Clio;null;1;0;Mitre y Rodriguez Peña;Centro. Punta Alta.;esquina;-38.877346, -62.067512;20230411_clio.jpg;Choque entre autos.;https://elrosalenio.com.ar/noticias/11/04/2023/10039650/un-hombre-hospitalizado-tras-un-accidente
14/4/2023;18:30;detencion;automovil;Automovil;null;0;0;Ruta Nacional 3, Km 674;Bahia Blanca.;ruta;-38.760910, -62.170594;20230414_detencion.jpg;Detenido. Desobediencia. Alcoholemia positiva.;https://elrosalenio.com.ar/noticias/14/04/2023/10039682/detienen-a-infante-que-alcoholizado-escapo-de-un-control-policial
18/4/2023;17:45;choque;automovil;Volkswagen Polo;null;0;0;Brown y Patagones;Centro. Punta Alta.;esquina;-38.870283, -62.078568;20230418_yamaha.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/18/04/2023/10039711/una-motociclista-sufrio-heridas-al-chocar-con-un-auto
18/4/2023;17:45;choque;motocicleta;Yamaha;null;1;0;Brown y Patagones;Centro. Punta Alta.;esquina;-38.870383, -62.078668;20230418_yamaha.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/18/04/2023/10039711/una-motociclista-sufrio-heridas-al-chocar-con-un-auto
20/4/2023;09:00;choque;automovil;Renault 9;null;0;0;Roca y Rio Bermejo;Zona Norte. Punta Alta.;esquina;-38.851423, -62.088543;20230420.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/20/04/2023/10039728/un-hombre-fue-hospitalizado-tras-protagonizar-un-choque-con-su-moto
20/4/2023;09:00;choque;motocicleta;Honda Wave;null;1;0;Roca y Rio Bermejo;Zona Norte. Punta Alta.;esquina;-38.851523, -62.088643;20230420.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/20/04/2023/10039728/un-hombre-fue-hospitalizado-tras-protagonizar-un-choque-con-su-moto
24/4/2023;18:00;incendio;automovil;Fiat Weekend;null;0;0;Humberto Primo 950;Centro. Punta Alta.;calle;-38.875614, -62.083534;20230424_incendio.jpg;Incendio en marcha. En ciudad.;https://elrosalenio.com.ar/noticias/24/04/2023/10039759/un-incendio-le-dano-la-planta-motriz-del-auto
12/6/2023;04:00;choque;automovil;Renault Sandero;AA290IY;0;0;Bernardo de Irigoyen y Uriburu;Centro. Punta Alta.;esquina;-38.879504, -62.065411;20230612_choque.jpg;Choque contra propiedad. Detenido por atacar al personal policial;https://elrosalenio.com.ar/noticias/12/06/2023/10040122/tras-chocar-con-su-auto-lo-acusan-de-agredir-a-policias
1/5/2023;01:00;choque;automovil;Automovil;null;0;0;Humberto Primo y Rivadavia;Centro. Punta Alta.;esquina;-38.880916, -62.082152;20230501.jpg;Choque entre vehiculo y moto. Detenido. Alcoholemia positiva. Policia Pcia BA.;https://elrosalenio.com.ar/noticias/01/05/2023/10039803/intento-evadir-un-control-y-choco-a-un-patrullero
1/5/2023;01:00;choque;motocicleta;Honda CG Titan;null;1;0;Humberto Primo y Rivadavia;Centro. Punta Alta.;esquina;-38.880966, -62.082102;20230501.jpg;Choque entre vehiculo y moto. Detenido. Alcoholemia positiva. Policia Pcia BA.;https://elrosalenio.com.ar/noticias/01/05/2023/10039803/intento-evadir-un-control-y-choco-a-un-patrullero
1/5/2023;20:00;incendio;automovil;Peugeot 306;null;0;0;Ruta Nacional 229 vieja, km 15.;Bahia Blanca.;ruta;-38.777604, -62.155082;20230501_incendio.jpg;Incendio en marcha. En ruta.;https://elrosalenio.com.ar/noticias/01/05/2023/10039805/un-incendio-destruyo-un-auto-que-circulaba-por-la-ruta
2/5/2023;01:00;incendio;automovil;Volkswagen Bora;null;0;0;Ruta Nacional 249, km 667;RN 249.;ruta;-38.884727, -62.027833;20230502_incendio.jpg;Incendio en marcha. En ruta.;https://elrosalenio.com.ar/noticias/02/05/2023/10039806/otro-auto-destruido-por-un-incendio-en-la-ruta
5/5/2023;13:30;choque;motocicleta;Guerrero 150cc;null;1;0;25 de Mayo 455;Centro. Punta Alta.;calle;-38.880925, -62.079094;20230505_motoauto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/05/05/2023/10039831/un-motociclista-resulto-herido-en-un-accidente-de-transito
6/5/2023;08:30;choque;automovil;Fiat Siena;null;0;0;Colon y Urquiza;Centro. Punta Alta.;esquina;-38.883880, -62.082897;20230506_motoauto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/06/05/2023/10039835/una-mujer-fue-hospitalizada-tras-un-accidente-vial
6/5/2023;08:30;choque;motocicleta;Keller 110cc;null;1;0;Colon y Urquiza;Centro. Punta Alta.;esquina;-38.883830, -62.082847;20230506_motoauto.jpg;Choque entre vehiculo y moto.;https://elrosalenio.com.ar/noticias/06/05/2023/10039835/una-mujer-fue-hospitalizada-tras-un-accidente-vial
7/5/2023;21:00;choque;automovil;Renault Symbol;null;3;0;Ruta Nacional 3, km 671;Bahia Blanca.;ruta;-38.772506, -62.138661;20230507_ren.jpg;Choque entre autos. Policia Pcia BA.;https://elrosalenio.com.ar/noticias/07/05/2023/10039847/fuerte-colision-entre-un-auto-y-un-patrullero
